X,Y
4.875621890547265,0.000001706484641638209
14.62686567164178,0.000015358361774744315
27.86069651741292,0.0000631399317406146
39.70149253731344,0.00009726962457337921
50.149253731343265,0.00015870307167235474
64.77611940298507,0.00028839590443686036
74.5273631840796,0.0003771331058020481
84.2786069651741,0.0004385665529010236
96.11940298507463,0.0004931740614334476
105.17412935323384,0.0005682593856655292
117.0149253731343,0.0006638225255972698
131.6417910447761,0.0007457337883959043
144.17910447761193,0.0008208191126279868
165.07462686567163,0.0008549488054607514
180.39800995024876,0.0008754266211604099
199.20398009950247,0.0008754266211604099
225.67164179104475,0.0008071672354948807
249.35323383084574,0.0007593856655290104
282.08955223880594,0.000636518771331058
314.8258706467662,0.0005068259385665528
352.4378109452736,0.0003430034129692835
381.69154228855723,0.00024061433447098964
413.0348258706468,0.00015870307167235474
448.55721393034815,0.00008361774744027311
482.68656716417905,0.00005631399317406133
504.2786069651741,0.000022184300341296717
530.049751243781,0.000022184300341296717
549.5522388059701,0.000022184300341296717
569.7512437810944,0.000015358361774744315
593.4328358208954,0.000001706484641638209
612.9353233830846,0.000001706484641638209
635.2238805970148,0.000015358361774744315
656.8159203980099,0.000015358361774744315
683.9800995024875,0.000015358361774744315
706.2686567164178,0.000008532423208191479
727.8606965174129,0.000015358361774744315
758.5074626865671,0.000022184300341296717
782.1890547263681,0.000008532423208191479
794.0298507462685,0.000001706484641638209
